originTAZ,destTAZ,tt_da,cost_da,tt_sr,cost_sr,tt_walk,tt_bike,tt_wt,accTime_wt,egrTime_wt,iWait_wt,xWait_wt,cost_wt,tt_dt,accTime_dt,egrTime_dt,iWait_dt,xWait_dt,cost_dt,weights,dist_car,accDist_dt,avail_da,avail_sr,avail_walk,avail_bike,avail_wt,avail_dt,choice,obsID
48,71,22.62,0.33176,22.62,0.16588,34.98,6.03,8.175,8.6,9.2,9.04,0,1.66,70.43,44.55,36.86,6.5,6.51,4.92,32.5,1.88,16.03,1,1,1,0,1,1,1,148
48,108,43.43,1.2388,43.43,0.61941,129.71,22.34,47.62,20,21.4,11,0,1.66,35.445,40.55,32.26,5.79,6.17,4.52,32.5,7.02,16.03,1,1,1,0,1,1,1,149
48,71,22.62,0.33176,22.62,0.16588,34.98,6.03,8.245,8.6,9.2,5.22,0,1.66,67.705,37.85,43.02,5.19,3.25,4.92,32.5,1.88,16.48,1,1,1,0,1,1,1,150
1134,873,110.73,9.6565,110.73,4.8282,919.92,158.43,127.26,20,20,19.5,37.5,8.16,113.61,17.4,17.53,11.25,18.75,6.35,52.5,54.72,2.84,1,1,0,0,1,1,2,151
1134,873,110.73,9.6565,110.73,4.8282,919.92,158.43,124.44,20,20,24,56.25,8.16,112.22,17.4,17.28,15.75,22.5,6.35,52.5,54.72,2.84,1,1,0,0,1,1,2,152
1134,945,89.07,6.2894,89.07,3.1447,647.69,111.55,63.655,22.2,22.2,15.75,18.75,5.55,50,19.6,19.73,7.5,0,3.66,52.5,35.64,2.84,1,1,0,0,1,1,2,153
1134,945,71.42,6.2894,71.42,3.1447,647.69,111.55,61.835,22.2,22.2,15.75,22.5,5.55,50,19.52,19.73,11.25,0,3.66,52.5,35.64,2.84,1,1,0,0,1,1,2,154
438,407,38.15,2.13,31.69,1.065,208.34,35.88,56.2,25.4,13,17.5,45,4.01,11.86,32.21,27.92,15,0,1.66,89.5,12.07,10.17,1,1,0,1,1,1,1,155
438,407,38.15,2.13,31.69,1.065,208.34,35.88,56.2,25.4,13,17.5,45,4.01,11.86,32.21,27.92,15,0,1.66,89.5,12.07,10.17,1,1,0,1,1,1,1,156
293,294,29.8,1.4118,29.8,0.70588,154.84,26.67,15.485,45.8,45.8,24,0,2.34,0,0,0,0,0,0,62,8,0,1,1,1,1,1,0,1,157
293,294,29.71,1.4118,29.71,0.70588,154.84,26.67,15.44,45.8,45.8,24,0,2.34,0,0,0,0,0,0,62,8,0,1,1,1,1,1,0,1,158
293,331,140.49,11.035,140.49,5.5174,1070.55,184.37,0,0,0,0,0,0,0,0,0,0,0,0,62,62.53,0,1,1,0,0,0,0,1,159
293,331,140.49,11.035,140.49,5.5174,1070.55,184.37,0,0,0,0,0,0,0,0,0,0,0,0,62,62.53,0,1,1,0,0,0,0,1,160
293,282,135.49,6.5541,135.49,3.2771,717.41,123.55,227.88,39.2,39.2,24,0,2.34,0,0,0,0,0,0,62,37.14,0,1,1,0,0,1,0,1,161
293,282,135.49,6.5541,135.49,3.2771,717.41,123.55,227.88,39.2,39.2,24,0,2.34,0,0,0,0,0,0,62,37.14,0,1,1,0,0,1,0,1,162
412,608,33.62,1.5918,30.4,0.79588,174.64,30.08,40.125,12.2,12.2,17,35,0.83,26.105,17.3,17.56,24,0,2.12,123,9.02,7.56,0,1,0,1,1,0,2,163
412,608,33.62,1.5918,30.4,0.79588,174.64,30.08,40.125,12.2,12.2,17,35,0.83,26.105,17.3,17.56,24,0,2.12,123,9.02,7.56,0,1,0,1,1,0,2,164
1214,1062,85.89,10.552,85.89,5.2759,853.45,146.98,0,0,0,0,0,0,68.66,22.34,13.82,15.36,13.75,4.01,52.5,50.84,27.63,1,1,0,0,0,1,1,165
1214,1062,85.89,10.552,85.89,5.2759,853.45,146.98,0,0,0,0,0,0,68.66,22.34,13.82,15.36,13.75,4.01,52.5,50.84,27.63,1,1,0,0,0,1,1,166
1214,1262,79.46,8.3418,79.46,4.1709,728.52,125.47,0,0,0,0,0,0,32.735,23.64,10.4,12,15,6.73,52.5,47.27,8.55,1,1,0,0,0,0,1,167
1214,1250,76.27,8.0665,76.27,4.0332,725.25,124.9,0,0,0,0,0,0,0,0,0,0,0,0,52.5,45.71,0,1,1,0,0,0,0,1,168
639,558,36.45,1.9624,35.87,0.98118,189.22,32.59,59.135,17.4,13.2,8.75,9.13,4.24,38.21,15.36,22.49,9.55,0,1.89,114.5,11.12,9.28,1,1,0,1,1,1,2,169
639,439,46.7,4.4118,46.7,2.2059,404.13,69.6,119.72,21,21,19.5,12.5,4.24,102.09,22.34,17.09,20.5,1.875,2.705,114.5,25,7.38,1,1,0,0,1,1,1,170
639,439,46.7,4.4118,46.7,2.2059,404.13,69.6,119.72,21,21,19.5,12.5,4.24,102.09,22.34,17.09,20.5,1.875,2.705,114.5,25,7.38,1,1,0,0,1,1,2,171
1069,991,65.93,4.3518,65.93,2.1759,433.45,74.65,84.21,13.2,22.4,12.645,16.995,4.29,28,19.64,19.64,24,0,7.42,92.5,24.66,7.46,1,1,0,0,1,1,1,172
860,810,56.08,3.1147,52.78,1.5574,315.52,54.34,0,0,0,0,0,0,0,0,0,0,0,0,82,17.65,0,1,1,0,1,0,0,1,173
860,810,56.08,3.1147,52.78,1.0382,315.52,54.34,0,0,0,0,0,0,0,0,0,0,0,0,82,17.65,0,1,1,0,1,0,0,2,174
1095,1124,20.43,0.83647,20.43,0.41824,91.92,15.83,0,0,0,0,0,0,74.885,28.08,30.9,18.75,18.75,3.67,72,4.74,13.69,1,1,1,1,0,1,1,175
1288,1289,16.87,0.66353,16.87,0.33176,72.81,12.54,5.815,10.2,10.2,12,0,1.06,28.46,10.2,21.57,12,0,1.06,70,3.76,11.54,1,1,1,1,0,0,1,176
1288,1289,16.87,0.66353,16.87,0.33176,72.81,12.54,5.815,10.2,10.2,12,0,1.06,28.46,10.2,21.57,12,0,1.06,70,3.76,11.54,1,1,1,1,0,0,1,177
282,407,135.23,13.087,107.14,6.5435,1080.66,186.11,136.64,33.4,33.4,16.25,54.11,8.83,123.44,26.02,26.2,17,27.86,6.49,42.5,74.16,4.32,1,1,0,0,1,1,1,178
282,407,135.23,13.087,107.14,6.5435,1080.66,186.11,136.64,33.4,33.4,16.25,54.11,8.83,123.44,26.02,26.2,17,27.86,6.49,42.5,74.16,4.32,1,1,0,0,1,1,1,179
282,248,47.13,3.3529,47.13,1.6765,257.44,44.34,54.805,27.2,27.2,15.33,18.24,2.34,22,22.02,22.2,22,0,2.34,42.5,19,4.32,1,1,0,0,1,1,1,180
282,248,47.13,3.3529,47.13,1.6765,257.44,44.34,44.865,29.4,27.2,24,18.24,3.4,22,22.02,22.08,22,0,2.34,42.5,19,4.32,1,1,0,0,1,1,1,181
1126,4,99.43,12.788,99.43,6.3938,1070.57,184.38,70.52,3.2,10.8,7.5,20,3.72,39.4,3.2,16.72,7.5,0,2.77,50.5,63.51,6.02,1,1,0,0,0,0,1,182
1126,4,99.43,12.788,99.43,6.3938,1070.57,184.38,70.52,3.2,10.8,7.5,20,3.72,39.4,3.2,16.72,7.5,0,2.77,50.5,63.51,6.02,1,1,0,0,0,0,1,183
185,412,143.11,16.516,143.11,8.2579,1658.42,285.62,135.79,2.4,6,5,21.5,4.49,109.74,34.75,77.21,22,5,4.49,230,93.59,49.59,1,1,0,0,0,1,1,184
1174,1407,200.51,21.834,191.89,10.917,2051.42,353.3,0,0,0,0,0,0,0,0,0,0,0,0,74,114.77,0,1,1,0,0,0,0,1,185
1174,1407,200.51,21.834,191.89,10.917,2051.42,353.3,0,0,0,0,0,0,0,0,0,0,0,0,74,114.77,0,1,1,0,0,0,0,1,186
1174,1146,82.95,5.0876,55.7,2.5438,543.5,93.6,155.26,16.2,20.8,24,25.66,5.3,18.38,53.45,57.25,7.5,7.5,3.67,74,28.83,36.1,1,1,0,0,1,1,1,187
1174,1106,96.81,8.4688,96.81,4.2344,817.12,140.73,201.16,16,16,17.42,48.82,10.42,43.62,40.08,46.67,12.92,13.46,3.67,74,47.99,33.62,1,1,0,0,1,1,1,188
1072,4,119.31,7.8976,119.31,3.9488,674.88,116.23,109.78,15.8,11.6,7.5,7.5,4.33,72.8,11.36,11.69,15,0,4.74,60.5,35.8,4.98,1,1,0,0,1,1,1,189
1072,4,119.31,7.8976,119.31,3.9488,674.88,116.23,109.78,15.8,11.6,7.5,7.5,4.33,72.8,11.36,11.69,15,0,4.74,60.5,35.8,4.98,1,1,0,0,1,1,5,190
1100,1139,56.82,2.6647,56.82,1.3324,292.41,50.36,0,0,0,0,0,0,0,0,0,0,0,0,38.5,15.1,0,1,1,0,0,0,0,1,191
1100,1139,56.82,2.6647,56.82,0.88824,292.41,50.36,0,0,0,0,0,0,0,0,0,0,0,0,38.5,15.1,0,1,1,0,0,0,0,2,192
497,558,70.09,4.3694,62.99,2.1847,418.68,72.11,115.5,19.4,19.4,17,20,4.24,24.44,32.91,39.15,10,0,1.66,53,24.76,23.06,1,1,0,0,1,1,1,193
497,558,70.09,4.3694,62.99,2.1847,418.68,72.11,115.5,19.4,19.4,17,20,4.24,24.44,32.91,39.15,10,0,1.66,53,24.76,23.06,1,1,0,0,1,1,1,194
497,468,46.74,2.2482,46.74,1.1241,246.62,42.47,60.175,19.8,19.8,17,37.5,6.36,72.915,31.51,35.23,12.5,25.36,4.28,53,12.74,20.99,1,1,0,1,1,1,1,195
497,468,46.74,2.2482,46.74,0.74941,246.62,42.47,60.175,19.8,19.8,17,37.5,6.36,72.915,31.51,35.23,12.5,25.36,4.28,53,12.74,20.99,1,1,0,1,1,1,2,196
91,22,61.04,1.8088,61.04,0.90441,175.28,30.19,62.44,11.8,12.2,12.5,16.65,1.66,38.4,22.42,20.24,5.21,0,3.26,24.5,10.25,10.22,0,1,0,1,1,0,5,197
91,22,61.04,1.8088,61.04,0.90441,175.28,30.19,62.44,11.8,12.2,12.5,16.65,1.66,38.4,22.42,20.24,5.21,0,3.26,24.5,10.25,10.22,0,1,0,1,1,0,5,198
91,4,56.94,1.6606,56.94,0.83029,158.28,27.26,55.94,11,11.4,12.5,16.65,1.66,35.6,21.62,19.44,5.21,0,3.26,24.5,9.41,10.22,0,1,0,1,1,0,5,199
91,4,56.94,1.6606,56.94,0.83029,158.28,27.26,55.94,11,11.4,12.5,16.65,1.66,35.6,21.62,19.44,5.21,0,3.26,24.5,9.41,10.22,0,1,0,1,1,0,5,200
280,309,36.84,2.1459,36.84,1.0729,211.84,36.48,52.98,16.4,16.4,10,0,2.34,17,17.72,18.98,22,0,2.34,62,12.16,3.49,1,1,0,0,1,1,5,201
280,309,36.84,2.1459,36.84,1.0729,211.84,36.48,52.515,16.4,16.4,11,0,2.34,17,17.72,18.88,22,0,2.34,62,12.16,3.49,1,1,0,0,1,1,5,202
1110,1094,41.16,3.1076,41.16,1.5538,305.3,52.58,88.8,24,24,18.62,24.71,4.24,101.64,16.99,16.88,19.5,22.5,3.67,176,17.61,2.36,1,1,0,1,1,1,1,203
1110,1122,22.25,0.93176,22.25,0.46588,102.17,17.6,34.735,21.8,21.8,18.28,27.92,4.24,29.05,19.86,20.12,16.07,26.25,3.67,176,5.28,5.3,1,1,1,1,1,1,1,204
264,142,68.27,6.9529,68.27,3.4765,710.01,122.28,147.99,17.2,17.2,24,47,5.22,93.78,16.73,10.94,19.5,15,6.19,52.5,39.4,24.45,1,1,0,0,1,1,1,205
264,142,85.52,6.9529,85.52,2.3176,710.01,122.28,135.71,38.4,25,13.5,13.865,4,101.88,17,11.24,16,11.5,6.36,52.5,39.4,18.97,1,1,0,0,1,1,2,206
264,9,100.72,7.9253,100.72,2.6418,814.82,140.33,114.25,32.6,23.8,17,1.18,3.17,88.325,14.43,12.24,19.5,0,3.87,52.5,44.91,18.96,1,1,0,0,1,1,2,207
264,9,100.72,7.9253,100.72,2.6418,814.82,140.33,114.25,32.6,23.8,17,1.18,3.17,88.325,14.43,12.24,19.5,0,3.87,52.5,44.91,18.96,1,1,0,0,1,1,2,208
1077,1062,44.34,2.7106,44.34,1.3553,247.2,42.57,92.885,25,25,20,20,4.12,34.875,21.28,20.35,13.75,13.75,3.67,66,15.36,6.88,1,1,0,1,1,1,2,209
1077,1062,44.34,2.7106,44.34,1.3553,247.2,42.57,45.645,17.4,7.6,10,10,2.06,33.93,21.28,18.69,15.75,15,3.67,66,15.36,6.88,1,1,0,1,0,1,2,210
1054,311,171.98,16.522,166.99,7.4709,1495.28,257.52,216.3,18.2,18.2,13.76,56.195,11.41,194.31,14.09,13.56,19.5,50.26,10.89,115.5,84.67,2.78,1,1,0,0,1,1,5,211
1054,311,171.98,16.522,151.88,4.9806,1495.28,257.52,216.3,18.2,18.2,13.76,56.195,11.41,194.31,14.09,13.56,19.5,50.26,10.89,115.5,84.67,2.78,1,1,0,0,1,1,2,212
1128,715,158.04,12.995,125.57,6.4976,1225.78,211.11,0,0,0,0,0,0,0,0,0,0,0,0,114,73.64,0,1,1,0,0,0,0,2,213
1128,715,158.04,12.995,125.57,6.4976,1225.78,211.11,0,0,0,0,0,0,0,0,0,0,0,0,114,73.64,0,1,1,0,0,0,0,2,214
1128,715,158.04,12.995,125.57,6.4976,1225.78,211.11,0,0,0,0,0,0,0,0,0,0,0,0,114,73.64,0,1,1,0,0,0,0,2,215
103,93,21.4,0.36706,21.4,0.18353,38.48,6.63,9.18,16.6,15.8,13.125,0,1.66,45.5,30.92,30.93,3.55,3.55,4.92,76.5,2.08,10.93,1,1,1,1,1,1,2,216
555,784,101.36,7.9024,93.83,3.9512,773.17,133.16,179.38,25,30.6,18.25,42.5,6.015,68.215,15.88,55.55,24,11.25,2.95,88,44.78,22.9,1,1,0,0,1,1,1,217
555,449,58.58,4.0288,48.83,2.0144,380.52,65.53,86.655,22.4,29.4,18.25,27.73,6.485,54.97,19.68,18.9,19.5,25,5.22,88,22.83,3.7,1,1,0,1,1,1,1,218
555,640,23.24,1.8794,23.24,0.93971,184.94,31.85,54.705,15.8,16.8,17.5,27.5,6.36,4.035,22.26,21.85,16.5,0,2.12,88,10.65,12.15,1,1,0,1,1,1,2,219
555,449,58.58,4.0288,48.83,2.0144,380.52,65.53,86.655,22.4,29.4,18.25,27.73,6.485,54.97,19.68,18.9,19.5,25,5.22,88,22.83,3.7,1,1,0,1,1,1,1,220
251,352,91.98,7.0271,91.98,3.5135,645.46,111.16,85.63,16,16,14.5,16.61,4,85.63,8.45,8.47,14.5,16.61,4,73,39.82,1.12,1,1,0,0,1,1,1,221
251,352,91.98,7.0271,91.98,3.5135,645.46,111.16,85.63,16,16,14.5,16.61,4,85.63,8.45,8.47,14.5,16.61,4,73,39.82,1.12,1,1,0,0,1,1,1,222
1087,1428,105.67,11.318,105.67,5.6588,908.17,156.41,0,0,0,0,0,0,184.37,53,51.11,19.5,15.11,8.52,64,55.18,18,1,1,0,0,0,1,1,223
1087,1428,115.32,11.099,115.32,5.5494,908.17,156.41,0,0,0,0,0,0,183.43,51.11,51.11,17.625,14.325,9.135,64,53.94,16.22,1,1,0,0,0,1,1,224
1134,1211,62.16,6.5494,62.16,3.2747,534.33,92.02,0,0,0,0,0,0,0,0,0,0,0,0,37,28.16,0,1,1,0,0,1,0,5,225
1134,1211,62.16,6.5494,62.16,3.2747,534.33,92.02,0,0,0,0,0,0,0,0,0,0,0,0,37,28.16,0,1,1,0,0,0,0,1,226
1134,199,168.28,14.471,168.28,7.2356,1325.85,228.34,160,12.2,12.2,14.8,28.08,9.96,146.35,9.6,9.73,10.3,5.58,8.07,37,73.05,2.84,1,1,0,0,1,1,5,227
1134,199,168.28,14.471,168.28,7.2356,1325.85,228.34,80.62,8.6,3.6,12,9.33,4.98,145.06,18,9.36,13.5,11.83,8.07,37,73.05,2.84,1,1,0,0,0,1,1,228
1132,1152,17.09,0.80824,17.09,0.40412,88.67,15.27,0,0,0,0,0,0,10,34.94,34.52,11.25,0,1.66,38.5,4.58,8.01,1,1,1,0,0,1,2,229
1132,1152,17.08,0.80824,17.08,0.40412,88.67,15.27,0,0,0,0,0,0,10,33.73,35.21,11.25,0,1.66,38.5,4.58,8.01,1,1,1,0,0,1,1,230
220,150,45.51,3.6741,45.51,1.8371,339.7,58.5,99.15,27,27,7.89,15.77,6.67,58.2,21.75,22.61,4.21,4.17,4.52,82,20.82,9.46,1,1,0,0,1,1,1,231
220,150,45.51,3.6741,45.51,1.8371,339.7,58.5,99.15,27,27,7.89,15.77,6.67,58.2,21.75,22.61,4.21,4.17,4.52,82,20.82,9.46,1,1,0,0,1,1,1,232
220,399,128.37,13.191,125.4,6.5956,1225.84,211.12,172.94,20.2,20.2,17,52.86,11.78,111.3,32.64,31.76,15,17.86,7.32,82,74.75,12.54,1,1,0,0,1,1,1,233
220,230,19.32,1.0447,19.32,0.52235,90.96,15.67,0,0,0,0,0,0,0,0,0,0,0,0,82,5.92,0,1,1,1,0,0,0,1,234
1179,1179,7.6,0.16588,7.6,0.082941,75.57,13.01,0,0,0,0,0,0,0,0,0,0,0,0,26.5,0.94,0,1,1,1,0,0,0,1,235
1179,1179,7.6,0.16588,7.6,0.082941,75.57,13.01,0,0,0,0,0,0,0,0,0,0,0,0,26.5,0.94,0,1,1,1,0,0,0,1,236
162,134,19.23,0.49588,19.23,0.24794,53.37,9.19,12.9,13.4,13.4,4.38,0,1.66,14,20.26,18.54,3.76,0,2.86,89.5,2.81,5.24,1,1,1,1,1,1,1,237
162,134,19.23,0.49588,19.23,0.24794,53.37,9.19,12.9,13.4,13.4,4.38,0,1.66,14,20.26,18.54,3.76,0,2.86,89.5,2.81,5.24,1,1,1,1,1,1,1,238
162,239,44.38,4.0976,44.38,2.0488,325.24,56.01,53.46,25.8,26.4,19.5,12.5,5.34,41.86,24.33,18.54,24,5,3.84,89.5,23.22,6.47,1,1,0,1,1,1,1,239
162,239,44.38,4.0976,44.38,2.0488,325.24,56.01,53.46,25.8,26.4,19.5,12.5,5.34,41.86,24.33,18.54,24,5,3.84,89.5,23.22,6.47,1,1,0,1,1,1,1,240
657,409,79.57,5.5447,63.53,2.7724,570.1,98.18,0,0,0,0,0,0,99.6,13.23,13.47,10,0,1.66,214,31.42,3.96,1,1,0,0,0,1,1,241
485,390,40.75,2.6665,36.59,1.3332,245.98,42.36,0,0,0,0,0,0,3.92,40.97,40.53,10,0,1.66,155,15.11,16.76,1,1,0,1,0,1,1,242
79,71,31.82,0.83471,31.82,0.41735,86.38,14.88,17.795,28.8,27.2,3.5,0,1.66,62.52,34.52,34.32,3.63,3.63,4.92,58,4.73,17.13,1,1,1,0,1,1,1,243
79,142,40.14,1.3518,40.14,0.67588,133.54,23,40.63,24.4,24,12.5,0,1.66,48.405,25.92,26.12,11.88,11.88,4.52,58,7.66,17.13,1,1,1,0,1,1,1,244
79,1,37.65,0.62647,37.65,0.31324,68.53,11.8,9,11.4,11.4,3.38,0,1.66,38.4,21.6,21.93,3.38,0,3.26,58,3.55,17.13,1,1,1,0,1,1,5,245
79,1,37.65,0.62647,37.65,0.31324,68.53,11.8,9,11.4,11.4,3.38,0,1.66,38.4,21.6,21.93,3.38,0,3.26,58,3.55,17.13,1,1,1,0,1,1,5,246
782,821,60.4,3.0212,60.4,1.5106,331.28,57.05,64.89,19.6,19.6,24,37.5,5.68,51.92,15.66,15.66,15.75,18.75,3.67,64.5,17.12,3.78,1,1,0,1,1,1,1,247
782,737,86.23,5.4388,86.23,2.7194,553.14,95.26,93.905,21.8,21,24,52.5,8.56,81.26,17.86,16.86,15.75,33.75,6.55,64.5,30.82,3.78,1,1,0,0,1,1,1,248
782,821,58.17,3.0212,58.17,1.5106,331.28,57.05,32.59,8,11.6,12,18.75,2.84,26.17,8,7.66,12,3.75,1.89,64.5,17.12,1.89,1,1,0,1,0,0,1,249
623,557,52.26,2.4829,52.26,1.2415,245.34,42.25,0,0,0,0,0,0,56.61,26.57,24.17,9.775,0,2.12,41,14.07,11.48,1,1,0,1,0,1,1,250
767,371,101.76,7.6888,78.86,3.8444,695.09,119.71,148.16,20.4,20.4,17,49.23,8.36,82.85,29.54,24.53,12.5,20.42,5.41,66.5,43.57,22.62,1,1,0,0,1,1,1,251
767,371,101.76,7.6888,78.86,3.8444,695.09,119.71,148.16,20.4,20.4,17,49.23,8.36,82.85,29.54,24.53,12.5,20.42,5.41,66.5,43.57,22.62,1,1,0,0,1,1,1,252
767,742,117.05,7.7206,106.2,3.8603,692.28,119.23,135.34,20,14.4,15,36.82,8.88,96.32,23.68,18.94,11.25,25.57,6.87,66.5,43.75,6.68,1,1,0,0,1,1,1,253
767,742,117.05,7.7206,106.2,3.8603,692.28,119.23,136.56,20,14.4,15,36.82,8.88,97.1,23.68,18.85,11.25,25.57,6.87,66.5,43.75,6.68,1,1,0,0,1,1,1,254
861,875,36.59,2.0294,36.59,1.0147,217.43,37.45,51.185,29.4,29.4,12.51,17,5.68,30.585,21.52,21.68,5.01,5.5,3.67,65,11.5,3.88,1,1,0,1,1,1,1,255
861,875,36.59,2.0294,36.59,1.0147,217.43,37.45,51.185,29.4,29.4,12.51,17,5.68,30.585,21.52,21.68,5.01,5.5,3.67,65,11.5,3.88,1,1,0,1,1,1,1,256
1107,1189,83.03,4.7718,81.5,2.3859,499.63,86.05,133,18.2,22,17.42,32.67,6.74,38,39.69,41.07,24,0,8.48,162,27.04,21.67,1,1,0,0,1,1,2,257
1107,1189,83.03,4.7718,81.5,2.3859,499.63,86.05,133,18.2,22,17.42,32.67,6.74,38,39.69,41.07,24,0,8.48,162,27.04,21.67,1,1,0,0,1,1,1,258
1410,1405,28.38,1.6182,28.38,0.80912,140.7,24.23,0,0,0,0,0,0,0,0,0,0,0,0,76,9.17,0,1,1,1,1,0,0,1,259
1410,1405,28.38,1.6182,28.38,0.80912,140.7,24.23,0,0,0,0,0,0,0,0,0,0,0,0,76,9.17,0,1,1,1,1,0,0,2,260
1421,991,93.86,10.284,93.83,5.1418,895.88,154.29,158.88,17.2,27,17.14,18.18,4.66,20,44.77,11.94,24,0,7.42,80,49.32,39.48,1,1,0,0,1,1,2,261
1421,1426,46.92,2.2518,46.88,1.1259,235.53,40.56,58.99,23.2,33,23.54,38.18,4.78,51.525,28.53,20.65,15.1,35.92,4.78,80,12.76,5.08,1,1,0,1,1,1,2,262
568,627,35.33,3.5806,35.33,1.7903,343.99,59.24,90.12,18.8,18.8,24,47.5,4.24,57.57,17.42,17.56,24,45,4.24,433,20.29,9.26,1,1,0,1,1,1,2,263
294,1428,196.52,17.531,196.52,5.7313,1622.88,279.5,0,0,0,0,0,0,0,0,0,0,0,0,74,85.97,0,1,1,0,0,0,0,2,264
294,107,144.04,8.9471,144.04,2.9824,964.8,166.16,97.145,22.8,6.4,12,10.27,2.9,24,76.02,77.24,3.38,0,2.86,74,50.7,39.68,1,1,0,0,0,1,2,265
1162,319,209.22,18.237,168.28,8.3285,1552.66,267.4,0,0,0,0,0,0,205.1,22.13,23.55,17.625,45.345,13.34,161,94.39,9.99,1,1,0,0,0,1,1,266
58,1037,119.68,7.7918,101.56,5.0759,642.21,110.6,128.59,10.6,10.6,4.53,16.055,5.655,109.33,29.28,29.09,10.045,6.76,6.72,101.5,35.2,12.52,1,1,0,0,1,1,2,267
58,1002,115.31,7.1582,115.31,3.5791,581.36,100.12,96.77,13,13,9.72,10.055,5.52,78.4,31.68,31.49,15,0,4.46,101.5,31.61,12.52,1,1,0,0,1,1,1,268
58,945,118.42,6.9041,118.42,3.4521,557.05,95.94,82.77,19.8,19.8,4.72,5.055,5.06,63.4,38.48,37.69,6.25,0,4.26,101.5,30.17,12.52,1,1,0,0,1,1,1,269
58,945,118.42,6.9041,118.42,3.4521,557.05,95.94,88.605,19.8,19.8,7.22,7.5,5.06,63.4,38.48,34.87,8.75,0,4.26,101.5,30.17,12.52,1,1,0,0,1,1,1,270
1185,1118,120.19,7.9041,114.1,3.9521,778.63,134.1,0,0,0,0,0,0,118.58,24.79,23.91,18.25,57.5,5.68,46,44.79,10.41,1,1,0,0,0,1,1,271
1185,1089,91.33,12.173,91.33,6.0865,1292.03,222.52,0,0,0,0,0,0,0,0,0,0,0,0,46,68.98,0,1,1,0,0,0,0,1,272
1185,1089,91.33,12.173,91.33,6.0865,1292.03,222.52,0,0,0,0,0,0,0,0,0,0,0,0,46,68.98,0,1,1,0,0,0,0,1,273
741,422,82.98,10.682,82.98,5.3409,1056.39,181.93,0,0,0,0,0,0,27.16,65.6,70.11,17,35,1.66,50,60.53,53.3,1,1,0,0,0,1,1,274
741,422,82.98,10.682,82.98,5.3409,1056.39,181.93,0,0,0,0,0,0,27.16,65.6,70.11,17,35,1.66,50,60.53,53.3,1,1,0,0,0,1,1,275
28,90,50.45,1.4594,50.45,0.72971,148.44,25.56,40.995,10.2,8.4,5.5,6.5,1.66,57.26,27.63,26.71,5.88,6.5,4.92,69.5,8.27,19.43,1,1,1,0,1,1,1,276
30,1,32.5,0.40765,32.5,0.20382,44.05,7.59,13.635,3.5,9.9,4.055,0,1.66,38.4,23.6,22.91,3.38,0,3.26,42,2.31,18.03,0,1,1,0,1,0,5,277
30,1,32.5,0.40765,32.5,0.20382,44.05,7.59,13.635,3.5,9.9,4.055,0,1.66,38.4,23.6,22.91,3.38,0,3.26,42,2.31,18.03,0,1,1,0,1,0,5,278
462,412,40.16,3.1076,40.16,1.5538,296.63,51.09,100.85,14.4,14.4,19.5,17,4.01,3.32,24.87,23.12,15,0,1.66,46.5,17.61,16.01,1,1,0,1,1,1,1,279
462,412,40.16,3.1076,40.16,1.5538,296.63,51.09,100.85,14.4,14.4,19.5,17,4.01,3.32,24.87,23.12,15,0,1.66,46.5,17.61,16.01,1,1,0,1,1,1,1,280
458,465,33.87,1.6676,33.29,0.83382,178.37,30.72,64.055,20.4,20.4,15.75,25,6.36,34.985,21.93,22.1,17.5,23.02,4.62,34,9.45,6.6,1,1,0,1,1,1,1,281
458,465,33.87,1.6676,33.29,0.83382,178.37,30.72,64.055,20.4,20.4,15.75,25,6.36,34.985,21.93,22.1,17.5,23.02,4.62,34,9.45,6.6,1,1,0,1,1,1,1,282
458,406,57.53,3.78,47.39,1.89,368.15,63.4,84.29,15.6,15.6,24,35,4.84,14.635,33.9,34.5,17,20,2.72,34,21.42,17.02,1,1,0,1,1,1,1,283
1364,812,210.86,30.076,210.86,15.038,2968.84,511.3,0,0,0,0,0,0,0,0,0,0,0,0,87.5,161.48,0,1,1,0,0,0,0,1,284
476,541,30.6,2.0982,30.6,1.0491,197.44,34,45.72,21.6,21.6,15,15,4.24,34.07,30.23,30.6,12.5,12.5,3.78,146.5,11.89,17.07,1,1,0,1,1,1,1,285
476,622,73.76,5.4353,57.72,2.7176,487.92,84.03,155.97,19.8,19.8,24,30,4.24,99.385,29.97,28.8,17,20,3.78,146.5,30.8,17.07,1,1,0,0,1,1,1,286
1336,20,192.31,18.338,177.82,9.1688,1724.21,296.95,249.03,25.6,23.2,24,0,2.66,187.16,29.25,25.24,22,7.5,3.72,59.5,90.54,9.05,1,1,0,0,1,1,1,287
1336,20,192.31,18.338,177.82,9.1688,1724.21,296.95,249.03,25.6,23.2,24,0,2.66,187.16,29.25,25.24,22,7.5,3.72,59.5,90.54,9.05,1,1,0,0,1,1,1,288
91,1,55.28,1.5018,55.28,0.75088,155.79,26.83,30.32,7.6,8.6,8,0,1.66,35.6,24.97,24.22,3.38,0,3.26,69.5,8.51,10.73,1,1,0,1,1,1,6,289
91,1,55.28,1.5018,55.28,0.75088,155.79,26.83,30.32,7.6,8.6,8,0,1.66,35.6,24.97,24.22,3.38,0,3.26,69.5,8.51,10.73,1,1,0,1,1,1,6,290
